Timestamp,Enclosure Pressure,Hepa Blockage,Running Mode
15:52:40,1738.0,-0.0,25
15:52:41,1738.0,-0.0,25
15:52:42,1738.0,-0.0,25
15:52:43,1738.0,-0.0,25
15:52:44,1738.0,-0.0,25
15:52:44,1738.0,-0.0,25
15:52:45,1738.0,-0.0,25
15:52:46,1738.0,-0.0,25
15:52:47,1738.0,-0.0,25
15:52:48,1738.0,-0.0,25
15:52:49,1738.0,-0.0,25
15:52:49,1738.0,-0.0,25
15:52:50,1738.0,-0.0,25
15:52:51,1738.0,-0.0,25
15:52:52,1738.0,-0.0,25
15:52:53,1738.0,-0.0,25
15:52:53,1738.0,0.0,25
15:52:54,1738.0,-0.0,25
15:52:55,1736.0,-0.0,25
