Timestamp,Enclosure Pressure,Hepa Blockage,Running Mode
16:13:58,1703.9,-0.0,25
16:13:59,1703.9,0.0,25
16:13:59,1703.9,-0.0,25
16:14:00,1703.9,-0.0,25
16:14:01,1703.9,-0.0,25
16:14:02,1703.9,-0.0,25
16:14:03,1703.9,-0.0,25
16:14:04,1703.9,-0.0,25
16:14:04,1703.9,-0.0,25
16:14:05,1703.9,-0.0,25
16:14:06,1703.9,-0.0,25
16:14:07,1703.9,-0.0,25
16:14:08,1703.9,-0.0,25
16:14:08,1703.9,-0.0,25
16:14:09,1703.9,-0.0,25
16:14:10,1703.9,-0.0,25
16:14:11,1703.9,-0.0,25
16:14:12,1703.9,-0.0,25
16:14:13,1705.9,-0.0,25
16:14:13,1707.9,-0.0,25
16:14:14,1705.9,-0.0,25
16:14:15,1713.9,-0.0,25
16:14:16,1730.0,-0.0,25
16:14:17,1742.1,-0.0,25
16:14:17,1772.1,0.0,25
16:14:18,1800.1,-0.0,25
16:14:19,1826.1,0.0,25
16:14:20,1925.6,-0.0,25
16:14:21,2058.1,-0.0,25
16:14:22,2065.9,-0.0,25
16:14:22,2064.0,-0.0,25
16:14:23,2052.2,-0.0,25
16:14:24,2062.0,-0.0,25
16:14:25,2060.0,-0.0,25
16:14:26,2071.9,-0.0,25
16:14:26,2050.2,0.0,25
16:14:27,2050.2,-0.0,25
16:14:28,2069.9,-0.0,25
16:14:29,2064.0,-0.0,25
16:14:30,2044.3,-0.0,254.99999999999997
16:14:31,2117.0,-0.0,254.99999999999997
16:14:31,2341.2,-0.0,254.99999999999997
16:14:32,2562.3,-0.0,254.99999999999997
16:14:33,2892.9,-0.0,254.99999999999997
16:14:34,3203.7,-0.0,254.99999999999997
16:14:35,3545.6,-0.0,254.99999999999997
16:14:35,3960.9,-0.0,254.99999999999997
16:14:36,4371.9,-0.0,254.99999999999997
16:14:37,4754.8,-0.0,254.99999999999997
16:14:38,5172.4,-0.0,254.99999999999997
16:14:39,5687.9,-0.0,254.99999999999997
16:14:40,6146.0,-0.0,254.99999999999997
16:14:40,6504.3,0.0,254.99999999999997
16:14:41,6884.6,-0.0,254.99999999999997
16:14:42,7351.3,-0.4,254.99999999999997
16:14:43,7815.6,-0.0,254.99999999999997
16:14:44,8167.0,-0.4,254.99999999999997
16:14:44,8636.5,-0.4,254.99999999999997
16:14:45,8867.0,-0.4,254.99999999999997
16:14:46,9367.6,-0.4,254.99999999999997
16:14:47,9621.9,-0.4,254.99999999999997
16:14:48,9831.0,-0.0,254.99999999999997
16:14:49,10044.9,-0.4,254.99999999999997
16:14:49,10046.7,-0.0,254.99999999999997
16:14:50,10079.4,-0.0,254.99999999999997
16:14:51,10108.0,-0.4,254.99999999999997
16:14:52,10111.3,-1.7,254.99999999999997
16:14:53,10111.3,-0.0,254.99999999999997
16:14:53,10111.3,-0.0,254.99999999999997
16:14:54,10082.9,-0.8,254.99999999999997
16:14:55,10096.6,0.0,254.99999999999997
16:14:56,10101.7,0.0,254.99999999999997
16:14:57,10104.6,-0.4,254.99999999999997
16:14:57,10039.4,-0.4,254.99999999999997
16:14:58,10095.3,-0.4,254.99999999999997
16:14:59,10104.6,-0.0,254.99999999999997
16:15:00,10111.3,-0.0,254.99999999999997
16:15:01,10080.3,0.0,254.99999999999997
16:15:02,10110.5,-0.0,254.99999999999997
16:15:02,10072.9,-0.8,254.99999999999997
16:15:03,10111.3,-0.4,254.99999999999997
16:15:04,10111.3,-1.2,254.99999999999997
