Timestamp,Enclosure Pressure,Hepa Blockage,Running Mode
12:00:46,327.2,25,0
12:00:47,327.2,25,0
12:00:48,327.2,25,0
12:00:49,327.2,25,0
12:00:50,318.4,25,0
12:00:51,330.2,25,0
12:00:51,330.2,25,0
12:00:52,330.2,25,0
12:00:53,327.2,25,0
12:00:54,321.3,25,0
12:00:55,327.2,25,0
12:00:55,327.2,25,0
12:00:56,327.2,25,0
12:00:57,327.2,25,0
12:00:58,336.0,25,0
12:00:59,327.2,25,0
12:01:00,318.4,25,0
12:01:00,289.0,25,0
12:01:01,238.9,25,0
12:01:02,162.2,25,0
12:01:03,97.1,25,0
12:01:04,97.1,25,0
12:01:04,97.1,25,-0.2
12:01:05,97.1,25,-1.2
12:01:06,97.1,25,-2.5
12:01:07,97.1,25,-3.8
12:01:08,97.1,25,-4.8
12:01:09,97.1,25,-8.1
12:01:09,97.1,25,-12.8
12:01:10,97.1,25,-15.1
12:01:11,97.1,25,-15.9
12:01:12,97.1,25,-13.8
12:01:13,97.1,25,-13.4
12:01:13,97.1,25,-13.3
12:01:14,97.1,25,-13.1
12:01:15,97.1,25,-12.8
12:01:16,97.1,25,-13.2
12:01:17,97.1,25,-13.0
12:01:18,97.1,25,-12.8
12:01:18,97.1,25,-13.0
12:01:19,97.1,25,-12.9
12:01:20,97.1,25,-12.8
12:01:21,97.1,25,-12.9
12:01:22,97.1,25,-13.1
12:01:22,97.1,25,-12.9
12:01:23,97.1,242.24999999999997,-13.3
12:01:24,97.1,242.24999999999997,-13.5
12:01:25,97.1,242.24999999999997,-18.7
12:01:26,97.1,242.24999999999997,-26.0
12:01:27,97.1,242.24999999999997,-35.8
12:01:27,97.1,242.24999999999997,-47.4
12:01:28,97.1,242.24999999999997,-60.1
12:01:29,97.1,242.24999999999997,-72.9
12:01:30,97.1,242.24999999999997,-89.7
12:01:31,97.1,242.24999999999997,-106.5
12:01:32,97.1,242.24999999999997,-124.0
12:01:32,97.1,242.24999999999997,-138.2
12:01:33,97.1,242.24999999999997,-138.2
12:01:34,97.1,242.24999999999997,-138.2
12:01:35,97.1,242.24999999999997,-138.2
12:01:36,97.1,242.24999999999997,-138.2
12:01:36,97.1,242.24999999999997,-138.2
12:01:37,97.1,242.24999999999997,-138.2
12:01:38,97.1,242.24999999999997,-138.2
12:01:39,97.1,242.24999999999997,-138.2
12:01:40,97.1,242.24999999999997,-138.2
12:01:41,97.1,242.24999999999997,-138.2
12:01:41,97.1,242.24999999999997,-138.2
12:01:42,97.1,242.24999999999997,-138.2
12:01:43,97.1,242.24999999999997,-138.2
12:01:44,97.1,242.24999999999997,-138.2
12:01:45,97.1,242.24999999999997,-138.2
12:01:45,97.1,242.24999999999997,-138.2
12:01:46,97.1,242.24999999999997,-138.2
12:01:47,97.1,242.24999999999997,-138.2
12:01:48,97.1,242.24999999999997,-138.2
12:01:49,97.1,242.24999999999997,-138.2
12:01:50,97.1,242.24999999999997,-138.2
12:01:50,97.1,242.24999999999997,-138.2
12:01:51,97.1,242.24999999999997,-138.2
12:01:52,97.1,254.99999999999997,-138.2
12:01:53,97.1,254.99999999999997,-138.2
12:01:54,97.1,254.99999999999997,-138.2
12:01:54,97.1,254.99999999999997,-138.2
12:01:55,97.1,254.99999999999997,-138.2
12:01:56,97.1,254.99999999999997,-138.2
12:01:57,97.1,114.74999999999999,-138.2
12:01:58,97.1,114.74999999999999,-138.2
12:01:59,97.1,114.74999999999999,-138.2
12:01:59,97.1,114.74999999999999,-138.2
12:02:00,97.1,114.74999999999999,-138.2
12:02:01,97.1,114.74999999999999,-138.2
12:02:02,97.1,114.74999999999999,-138.2
12:02:03,97.1,114.74999999999999,-138.2
12:02:03,97.1,114.74999999999999,-138.2
12:02:04,97.1,114.74999999999999,-138.2
12:02:05,97.1,114.74999999999999,-138.2
12:02:06,97.1,114.74999999999999,-138.2
12:02:07,97.1,114.74999999999999,-138.2
12:02:07,97.1,114.74999999999999,-138.2
12:02:08,97.1,114.74999999999999,-138.2
12:02:09,97.1,114.74999999999999,-138.2
12:02:10,97.1,114.74999999999999,-138.2
12:02:11,97.1,114.74999999999999,-138.2
12:02:12,97.1,114.74999999999999,-138.2
12:02:12,97.1,114.74999999999999,-138.2
12:02:13,97.1,114.74999999999999,-138.2
12:02:14,97.1,114.74999999999999,-138.2
12:02:15,97.1,114.74999999999999,-138.2
12:02:16,97.1,114.74999999999999,-138.2
12:02:16,97.1,114.74999999999999,-138.2
