Timestamp,Enclosure Pressure,Hepa Blockage,Running Mode
11:54:03,303.7,25,1.3
11:54:04,321.3,25,1.3
11:54:05,324.3,25,1.3
11:54:06,330.2,25,1.3
11:54:06,330.2,25,1.3
11:54:07,327.2,25,1.3
11:54:08,327.2,25,1.3
11:54:09,327.2,25,1.3
11:54:10,330.2,25,1.3
11:54:11,330.2,25,1.3
11:54:11,333.1,25,1.3
11:54:12,330.2,25,1.4
11:54:13,333.1,25,1.3
11:54:14,336.0,25,1.3
11:54:15,330.2,25,1.4
11:54:16,330.2,25,1.4
11:54:16,324.3,25,1.3
11:54:17,315.5,25,1.3
11:54:18,291.9,25,1.3
11:54:19,259.6,25,1.2
11:54:20,206.5,25,1.1
11:54:21,126.7,25,0.9
11:54:21,97.1,25,0.6
11:54:22,97.1,25,0
11:54:23,97.1,25,0
11:54:24,97.1,25,0
11:54:25,97.1,63.74999999999999,0
11:54:25,97.1,63.74999999999999,0
11:54:26,97.1,63.74999999999999,0
11:54:27,97.1,63.74999999999999,0
11:54:28,97.1,63.74999999999999,0
11:54:29,97.1,63.74999999999999,0
11:54:30,97.1,63.74999999999999,0
11:54:30,97.1,63.74999999999999,0
11:54:31,97.1,63.74999999999999,0
11:54:32,97.1,63.74999999999999,0
11:54:33,97.1,63.74999999999999,0
11:54:34,97.1,63.74999999999999,0
11:54:34,97.1,63.74999999999999,0
11:54:35,97.1,63.74999999999999,0
11:54:36,97.1,63.74999999999999,0
11:54:37,97.1,63.74999999999999,0
11:54:38,97.1,63.74999999999999,0
11:54:39,97.1,63.74999999999999,0
11:54:39,97.1,63.74999999999999,0
11:54:40,97.1,140.25,0
11:54:41,97.1,140.25,0
11:54:42,97.1,140.25,0
11:54:43,97.1,140.25,0
11:54:44,97.1,140.25,0
11:54:44,97.1,140.25,0
11:54:45,97.1,140.25,0
11:54:46,97.1,140.25,0
11:54:47,97.1,140.25,0
11:54:48,97.1,140.25,0
11:54:48,97.1,140.25,0
11:54:49,97.1,140.25,0
11:54:50,97.1,140.25,0
11:54:51,97.1,140.25,0
11:54:52,97.1,140.25,0
11:54:53,97.1,140.25,0
11:54:53,97.1,140.25,0
11:54:54,97.1,140.25,0
11:54:55,97.1,140.25,0
11:54:56,97.1,140.25,0
11:54:57,97.1,140.25,0
11:54:57,97.1,140.25,0
11:54:58,97.1,140.25,0
11:54:59,97.1,140.25,0
11:55:00,97.1,140.25,0
11:55:01,97.1,140.25,0
11:55:02,97.1,140.25,0
11:55:02,97.1,140.25,0
11:55:03,97.1,140.25,0
11:55:04,97.1,140.25,0
11:55:05,97.1,140.25,0
11:55:06,97.1,140.25,0
11:55:06,97.1,140.25,0
11:55:07,97.1,140.25,0
11:55:08,97.1,140.25,0
11:55:09,97.1,140.25,0
11:55:10,97.1,140.25,0
11:55:11,97.1,140.25,0
11:55:11,97.1,140.25,0
11:55:12,97.1,140.25,0
11:55:13,97.1,140.25,0
11:55:14,97.1,140.25,0
11:55:15,97.1,140.25,0
11:55:15,97.1,140.25,0
11:55:16,97.1,140.25,0
11:55:17,97.1,140.25,0
11:55:18,97.1,140.25,0
11:55:19,97.1,140.25,0
11:55:20,97.1,140.25,0
11:55:20,97.1,140.25,0
11:55:21,97.1,140.25,0
11:55:22,97.1,140.25,0
11:55:23,97.1,191.25,0
11:55:24,97.1,191.25,0
11:55:25,97.1,191.25,0
11:55:25,97.1,191.25,0
11:55:26,97.1,191.25,0
11:55:27,97.1,191.25,0
11:55:28,97.1,191.25,0
11:55:29,97.1,191.25,0
11:55:29,97.1,191.25,0
11:55:30,97.1,191.25,0
11:55:31,97.1,191.25,0
11:55:32,97.1,191.25,0
11:55:33,97.1,191.25,0
11:55:34,97.1,191.25,0
11:55:34,97.1,191.25,0
11:55:35,97.1,191.25,0
11:55:36,97.1,191.25,0
11:55:37,97.1,191.25,0
11:55:38,97.1,191.25,0
11:55:38,97.1,191.25,0
